person_pdbId,name,bio,region
649,LIEUTENANT-COLONEL SIR JAMSHEDJI NUSSERWANJI DUGGAN,"KT., C.I.E., O.B.E., L.M. & S., F.C.P.S., D.O., J.P., Superinten- dent, Sir Cowasji Jehangir Ophthalmic Hospital, and Professor, Opthalmic Medicine and Surgery, Grant Medical College, Bombay. Born 1884. Was Consulting Ophthalmic Surgeon to all War Hospitals in Bombay as Major I.M.S.; A.F.R.O. from 1927, as Lieut.- Colonel ; Fellow, Bombay University, since 1918; ex-President, Red Cross Indian Branch, Bombay; now President, College of Physicians and Surgeons, Bombay Justice Lady Jena Jamshedji Duggan, J.P. of the Peace and Honorary Presidency Magis- trate, Bombay. Is an Ophthalmic Surgeon of world-wide reputation; has written numerous treatises on the subject which have attained international reputation. Awarded O.B.E., 1929; C.I.E., 1933; Knighthood, 1935, and Silver Jubilee Medal, 1935. Lieut -Col. Sir Jamshedji Nusserwanji Duggan, Kt., C.I.E., O.B.E., L.M. & S., Lady Jena Jamshedji Duggan, J.P., was born in 1897. She F.C.P.S., D.O., J.P., Bombay. is Vice-President, District Branch of the Indian Red Cross Society ; has done remarkable work in numerous important committees; made J.P., 1930; awarded Kaiser-i- Hind Gold Medal, 1934, and Silver Jubilee Medal, 1935.",BOMBAY & SIND.
650,MAJOR SORAB K. ENGINEER,"O.B.E., F.R.C.P.E., J.P., I.M.S., (Hon), Honorary Physician, Sir J. J. Hospital, and Professor of Phar- macology, Grant Medical College, Bombay, was the first Indian Doctor to get an Honorary Commission in His Majesty's Indian Medical Service and was at times consultant to the Hospital for British Troops at Colaba; permitted by the C.-in-C. to retain the rank of Major (honorary) twice mentioned in Despatches in the London Gazette and the Gazette of India; awarded O.B.E. (Military) in 1919. Was the first Medical Graduate in India to get the much-coveted Fellowship of the Royal College of Physicians of Edinburgh, i.e., F.R.C.P.E., in 1920. Was a Justice of the Peace and an Honorary Presidency Magistrate, Bom- bay, for more than 15 years. Is an Honorary Life Member and Honorary Examiner of the St. John Ambulance Association and Divisional Surgeon Major-Sorab K. Engineer, O.B.E., F.R.C.P.E., J.P., to the Brigade for nearly 25 years; President, Ambulance centre for I.M.S. (Hon.), Bombay. conducting classes to Bombay City Police for 10 years; holder of Long Service Medal with one Bar and the Associate Serving Brother of the Order of St. John Member, Executive Committee of the Bombay Provin- cial centre; President, British Medical Association (Bombay Branch) since 1931; Vice-President, College of Physicians and Surgeons of Bombay, 1932-35.",BOMBAY & SIND.
651,J D FONSECA,"Head Bailiff and Custodian of the Court of Small Causes at Bombay, has to his credit a brilliant record of useful services for over 35 years. He started his career as a Bailiff in 1902 and was promoted to the present position in 1908. He also acted as an Appraiser for over a year, which arrange- ment was exceptional and the first of its kind. He has always given entire satisfaction to his superiors and in recognition of admirable work was awarded the Silver Jubilee Medal. He is pleasant in manners and is very popular in the legal circles of Bombay. D. Fonseca, Head Bailiff and Custodian of the Court of Small Causes, Bombay.",BOMBAY & SIND.
652,KAIKHOSRU SORABJI FRAMJI,"C.I.E., B.A., L.C.E., I.S.E., Bom- bay. Born 1871. After a distinguished academical career entered service as Assistant Engineer, P.W.D., Bombay, 1897; P.W.D., Central Circle, 1917; Chief Engineer and Joint-Secretary to Government, promoted Executive Engineer, 1901; Superintending Engineer, continued and Joint Secretary, Bombay Development Department, and Engineer 1924; retired in 1926 when he was immediately appointed Chief plans on the work of preparing the final revised project estimate and engaged Development Department was finally wound up thereafter he was when the to be Chief Engineer, Back Bay Reclamation Scheme, till 1930 C.I.E., B.A., L.C.E., I.S.E., Bombay. University, President, 1912-22; Member, Bombay Legislative Council, 1924-26; Engineering, College of Engineering, Poona, 1911-14 Fellow, Bombay for the Back Bay Reclamation Scheme till 1930. Was Professor, Civil Kaikhosru Sorabji Framji, Bombay Engineering Congress, 1925; made C.I.E., 1927.",BOMBAY & SIND.
653,DASTUR NOSHERWAN DASTUR DINSHAH GHARDA,"religious Atashbehram and of Kadmi Parsi Anjuman or seth Side, Bombay. Head Dastur or High Priest of Dady- Court, Appellate Advocate, High Court, (retired) Registrar, High B.A., Received training under Dastur Erachji Meherjirana. Community. Obtained monies. proficiency in Zend-Avesta-Recital. Ritual, Rites, and Cere- religious acquiring degrees of Navar"" and Martab"" in Bombay, after Government Educated at Elphinstone High School, Wilson College and Law College, Bombay. Retired in 1928. Occupied Gazetted posts of Assistant Registrar, Deputy Joined Government Service in High Court of Bombay in 1896. Registrar, Sealer of High Court, Registrar of Parsi Marriages, Assistant Commissioner and Taxing Master. Held for seven years continuously vacant post of Registrar, High Court, Appellate Side, which is classed as Dastur Nosherwan Dastur Superior Judicial I.C.S., appointment ordinarily reserved for members of Dinshah Gharda, B.A., LL.B., Advocate, Bombay. the I.C.S. The meritorious services rendered to the High Court were specially recommended Marten. He was awarded special additional pension. Government by Hon'ble Chief Justices, Sir Basil Scott, Sir Norman MacLeod and Sir Amberson to Priest of Kadmi Parsi Community at a special meeting of Kadmi Parsis Anjuman held at Dadyseth After his father's death in 1935, Dastur Nosherwan was unanimously appointed High Agiari in Bombay. He is associated with several religious associations.",BOMBAY & SIND.
654,DASTUR SAHIB DINSHAW JIVANJI GHARDA,"J.P., late High Priest of the Kadmi Parsi Anjuman, was born at Surat in 1853. He began his career as a Panthaky of the Watchaghandy Fire Temple, Bombay, and soon afterwards was appointed Head Boiwala of the Dadiseth Atashbehram and subsequently in 1911 as a Dastur of that Atashbehram. His genial personality and winning and engaging manners made him very popular and he was elected to the exalted rank of Head Dastur of the Kadmi Parsi Anjuman in 1913, which post originated with the greatest of the High Priests of Parsis- Dastur Mulla Feroze Bin Cowis-but was kept vacant for several years till the late Dastur Gharda was found the only fit man to fill the post. Dastur Gharda was a devout scholar and wrote several important religious treatises. During the Great War he roused his community to its sense of loyalty to the British Crown by stirring religious speeches. His services on the Peace Committees during communal riots of 1924 and 1930 and his work during the several epidemics are also well known. He was a Trustee and Chairman of some educational and religious institu- Dastur Sahib Dinshaw Jivanji Gharda, J.P., tions in Bombay. With his death, which occurred on 13th April, 1935, the Kadmi fold of Parsis has lost one of its most pious, learned and highly respected man in late High Priest, Surat. the community.",BOMBAY & SIND.
655,CAPT. SITARAM NARAYANRAO GHOGLE,"Chowke-Malvan, District Ratnagiri, Bombay Presidency, has to his credit a bril- liant record of meritorious services to the Government. He has served in the army in various capacities rising up to Subedar- Major before retirement in 1913. At the beginning of the Great War in 1914 he convened a meeting of all India military officers and military pensioners to consider ways and means of successfully fighting the crisis. He also recruited 254 combatants by August, 1915, when his services were again requisitioned and he was appointed a Subedar in the Army. In recognition of his meritorious services he was promoted to the rank of Captain in 1920. For voluntary War services he was awarded a War Capt. Sitaram Narayanrao Ghogle, badge as well as a souvenir. Ratnagiri, Bombay. Capt. Ghogle has also done good work as President of the Loyalty League, Chowke-Amberi, and was awarded the Silver Jubilee Medal in 1935.",BOMBAY & SIND.
656,LAXMAN TRIMBAK GHOLAP,"B.A. (Hons.) London, F.R. Econ. S., M.R.A.S., I.C.S., Collector, East Khandesh, Jalgaon, Bombay Presidency. Born 1903. Passed I.C.S., at London 1926. Served as Assistant Collector at Surat, Ahmedabad, Thana and Panch Mahals and then as Collector, Thana and East Khandesh. During Civil Disobedience movement rendered meritorious services as Assistant Collector at Viramgam Prant and Ahmedabad. Was President of the East Khandesh District Silver Jubilee Committee.",BOMBAY & SIND.
657,GHULAM KADUR,"Zamindar, village Mohammad Waris Narejo, Taluqa Sanghar, Distt. Thar Parkar, Sind. Born 1900. Sub- scribed Rs. 1,000 to War Loan and Rs. 500 to different War funds and supplied 25 recruits jointly with his brother, Mohammad Hassan, and gave Rs. 2,100 to Silver Jubilee Fund. Awarded Silver Ghulam Kadur, Zamindar, Village Mohammad Waris Jubilee Medal. Pays Rs. 15,000 as land revenue. Narejo, Sind.",BOMBAY & SIND.
658,KHAN SAHIB GHULAM MOHAMED,"Landlord, Village Kandiari, District Thar Parkar, Sind, was born in an intensely loyal family in 1908. His father, late Khan Bahadur Mohd. Hashim Khan Vasan, rendered sterling services to Government during the Great War and was awarded a badge, a sword, a medal, a lungi, Afrinnamas, 24 acres of land rent- free, and exemption under section 27 of the Indian Arms Act of 1878. Khan Sahib Ghulam Mohamed has proved himself a worthy descendant of his illustrious family and is always eager to serve the Crown. His purse is always open to any good cause started by public or Government. His important public subscriptions amount to Rs. 20,650 to various charitable institutions. He combated the Civil Disobedience movement for which he received Afrinnamah from the Commis- sioner in Sind. He has been providing a creditable helping hand in Administration as is evident from the numerous Afrinnamas granted to him by high Government officials. He has been Vice-Patron, Indian Khan Sahib Ghulam Mohamed, Red Cross Society, since 1932 and is Vice- Landlord, Village Kandiari, Sind. Chairman, Sind Co-operative Club. In recognition of his meritorious services he was made Khan Sahib in 1934.",BOMBAY & SIND.
